         73459485 function calls (73452122 primitive calls) in 27.958 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 axis.py:479(YTick)
        1    0.000    0.000    0.000    0.000 _common.py:6(weekday)
        1    0.000    0.000    0.000    0.000 core.py:2600(MaskedIterator)
        1    0.000    0.000    0.000    0.000 ast.py:68(_convert_signed_num)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:29(<dictcomp>)
        1    0.000    0.000    0.000    0.000 TiffTags.py:23(TagInfo)
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
        1    0.000    0.000    0.000    0.000 dviread.py:615(Vf)
        1    0.000    0.000    0.000    0.000 ast.py:505(Bytes)
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        1    0.000    0.000    0.000    0.000 index_tricks.py:294(__init__)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 six.py:209(is_package)
        1    0.000    0.000    0.000    0.000 ticker.py:1975(MultipleLocator)
        1    0.000    0.000    0.000    0.000 lines.py:1414(_AxLine)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        1    0.000    0.000    0.000    0.000 core.py:978(_MaskedBinaryOperation)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3673(<genexpr>)
        1    0.000    0.000    0.000    0.000 selectors.py:433(PollSelector)
        1    0.000    0.000    0.000    0.000 collections.py:1746(CircleCollection)
        3    0.000    0.000    0.000    0.000 rcsetup.py:415(validate_aspect)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6857(pyparsing_test)
        1    0.000    0.000    0.000    0.000 ticker.py:2965(OldAutoLocator)
        1    0.000    0.000    0.000    0.000 threading.py:246(__enter__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:834(FloatingFormat)
        1    0.000    0.000    0.000    0.000 polar.py:265(ThetaTick)
        1    0.000    0.000    0.000    0.000 dates.py:647(ConciseDateFormatter)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 __init__.py:280(silent_list)
        1    0.000    0.000    0.000    0.000 version.py:31(Version)
        1    0.000    0.000    0.000    0.000 dataclasses.py:938(<listcomp>)
        1    0.000    0.000    0.000    0.000 dataclasses.py:298(__init__)
        2    0.000    0.000    0.000    0.000 index_tricks.py:724(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:853(<dictcomp>)
        2    0.000    0.000    0.000    0.000 contextlib.py:381(_exit_wrapper)
        1    0.000    0.000    0.000    0.000 _parser.py:1377(_tzparser)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:198(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 transforms.py:2597(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 ticker.py:380(FuncFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:1038(StreamHandler)
        1    0.000    0.000    0.000    0.000 legend_handler.py:693(__init__)
        1    0.000    0.000    0.000    0.000 dviread.py:963(Encoding)
        1    0.000    0.000    0.000    0.000 animation.py:623(FFMpegFileWriter)
        1    0.000    0.000    0.000    0.000 dates.py:1231(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 core.py:8081(_convert2ma)
        1    0.000    0.000    0.000    0.000 index_tricks.py:208(MGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:547(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:291(finfo)
        1    0.000    0.000    0.000    0.000 colors.py:1530(LogNorm)
        1    0.000    0.000    0.000    0.000 transforms.py:2689(TransformedPath)
        1    0.000    0.000    0.000    0.000 legend_handler.py:43(HandlerBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:713(ZoomPanBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1396(MouseEvent)
        1    0.000    0.000    0.000    0.000 colorbar.py:317(_ColorbarSpine)
        1    0.000    0.000    0.000    0.000 core.py:1284(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 ctypeslib.py:177(_ndptr)
        1    0.000    0.000    0.000    0.000 __init__.py:1190(_StderrHandler)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 trifinder.py:24(TrapezoidMapTriFinder)
        1    0.000    0.000    0.000    0.000 backend_tools.py:680(ToolBack)
        1    0.000    0.000    0.000    0.000 dataclasses.py:922(<listcomp>)
        1    0.000    0.000    0.000    0.000 patches.py:2881(_Base)
        1    0.000    0.000    0.000    0.000 ast.py:339(NodeVisitor)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:19(<module>)
        2    0.000    0.000    0.000    0.000 scale.py:616(get_scale_names)
        1    0.000    0.000    0.000    0.000 _globals.py:57(_NoValueType)
        1    0.000    0.000    0.000    0.000 dataclasses.py:996(dataclass)
        1    0.000    0.000    0.000    0.000 colorbar.py:285(_ColorbarLogLocator)
        1    0.000    0.000    0.000    0.000 __init__.py:471(StringTemplateStyle)
        3    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 category.py:142(StrCategoryFormatter)
        1    0.000    0.000    0.000    0.000 backend_tools.py:491(ToolXScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:1010(ToolCopyToClipboardBase)
        1    0.000    0.000    0.000    0.000 gzip.py:74(_PaddedFile)
        1    0.000    0.000    0.000    0.000 polar.py:510(RadialTick)
        1    0.000    0.000    0.000    0.000 streamplot.py:369(StreamMask)
        2    0.000    0.000    0.000    0.000 pyparsing.py:841(__getattr__)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:237(iTXt)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:15(TriInterpolator)
        1    0.000    0.000    0.000    0.000 widgets.py:1480(Cursor)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:19(Iterator)
        1    0.000    0.000    0.000    0.000 random.py:709(SystemRandom)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 widgets.py:1574(MultiCursor)
        1    0.000    0.000    0.000    0.000 __init__.py:688(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 threading.py:1177(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 category.py:122(StrCategoryLocator)
        1    0.000    0.000    0.000    0.000 widgets.py:232(SliderBase)
        3    0.000    0.000    0.000    0.000 rcsetup.py:224(validate_dpi)
        1    0.000    0.000    0.000    0.000 ast.py:64(_convert_num)
        1    0.000    0.000    0.000    0.000 records.py:78(_OrderedCounter)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3675(<genexpr>)
        1    0.000    0.000    0.000    0.000 ticker.py:1149(LogFormatterMathtext)
        5    0.000    0.000    0.000    0.000 datetime.py:441(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 __init__.py:436(LibraryLoader)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2791(_PendingSkip)
        1    0.000    0.000    0.000    0.000 transforms.py:2659(AffineDeltaTransform)
        1    0.000    0.000    0.000    0.000 model.py:489(EnumType)
        1    0.000    0.000    0.000    0.000 __init__.py:1121(FileHandler)
        1    0.000    0.000    0.000    0.000 geo.py:229(_GeoTransform)
        1    0.000    0.000    0.000    0.000 rrule.py:303(rrule)
        1    0.000    0.000    0.000    0.000 tokenize.py:162(Untokenizer)
        1    0.000    0.000    0.000    0.000 legend_handler.py:382(HandlerRegularPolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1381(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4305(Each)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 axis.py:593(__init__)
        1    0.000    0.000    0.000    0.000 backend_tools.py:391(_ToolEnableAllNavigation)
        1    0.000    0.000    0.000    0.000 extras.py:215(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        1    0.000    0.000    0.000    0.000 core.py:171(update_user_library)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1085(Box)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:369(errstate)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1196(__init__)
        1    0.000    0.000    0.000    0.000 backend_tools.py:705(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 mathtext.py:423(__init__)
        1    0.000    0.000    0.000    0.000 image.py:1291(FigureImage)
        1    0.000    0.000    0.000    0.000 image.py:1354(BboxImage)
        1    0.000    0.000    0.000    0.000 backend_tools.py:406(_ToolEnableNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:464(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3491(StatusbarBase)
        1    0.000    0.000    0.000    0.000 index_tricks.py:680(IndexExpression)
        1    0.000    0.000    0.000    0.000 Image.py:3101(register_save)
        1    0.000    0.000    0.000    0.000 parse.py:765(Quoter)
        1    0.000    0.000    0.000    0.000 ticker.py:309(IndexFormatter)
        1    0.000    0.000    0.000    0.000 tokenize.py:59(any)
        1    0.000    0.000    0.000    0.000 legend.py:51(DraggableLegend)
        1    0.000    0.000    0.000    0.000 offsetbox.py:507(PaddedBox)
        1    0.000    0.000    0.000    0.000 widgets.py:2650(LassoSelector)
        1    0.000    0.000    0.000    0.000 backend_tools.py:689(ToolForward)
        1    0.000    0.000    0.000    0.000 utils.py:57(_Deprecate)
        1    0.000    0.000    0.000    0.000 colors.py:1759(NoNorm)
        1    0.000    0.000    0.000    0.000 model.py:88(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:1141(tzinfo)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 ticker.py:2904(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 subprocess.py:415(CompletedProcess)
        1    0.000    0.000    0.000    0.000 pprint.py:77(_safe_key)
        1    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        1    0.000    0.000    0.000    0.000 polar.py:202(_AxisWrapper)
        1    0.000    0.000    0.000    0.000 tz.py:1253(tzical)
        1    0.000    0.000    0.000    0.000 dates.py:984(rrulewrapper)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6862(reset_pyparsing_context)
        1    0.000    0.000    0.000    0.000 __init__.py:2135(NullHandler)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 __init__.py:272(LogRecord)
        1    0.000    0.000    0.000    0.000 _mathtext.py:610(DejaVuSerifFonts)
        1    0.000    0.000    0.000    0.000 lines.py:1478(VertexSelector)
        1    0.000    0.000    0.000    0.000 six.py:173(__init__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1205(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 ticker.py:408(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 model.py:178(UnknownIntegerType)
        1    0.000    0.000    0.000    0.000 __init__.py:1283(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:259(PngInfo)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1745(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 core.py:1330(make_mask_descr)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 patches.py:2954(_Curve)
        1    0.000    0.000    0.000    0.000 tempfile.py:589(_TemporaryFileWrapper)
        2    0.000    0.000    0.000    0.000 tokenize.py:60(maybe)
        1    0.000    0.000    0.000    0.000 geo.py:255(AitoffTransform)
        1    0.000    0.000    0.000    0.000 collections.py:1185(PolyCollection)
        1    0.000    0.000    0.000    0.000 dates.py:864(AutoDateFormatter)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        1    0.000    0.000    0.000    0.000 core.py:831(__init__)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:19(PaletteFile)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1719(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 core.py:904(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 container.py:43(BarContainer)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1208(Accent)
        1    0.000    0.000    0.000    0.000 mathtext.py:256(MathtextBackendSvg)
        1    0.000    0.000    0.000    0.000 calendar.py:154(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4671(_MultipleMatch)
        1    0.000    0.000    0.000    0.000 parse.py:210(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 pathlib.py:597(_PathParents)
        1    0.000    0.000    0.000    0.000 threading.py:376(Semaphore)
        1    0.000    0.000    0.000    0.000 _mathtext.py:566(DejaVuFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:315(MathtextBackendCairo)
        1    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
        2    0.000    0.000    0.000    0.000 core.py:884(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3410(QuotedString)
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 legend_handler.py:132(HandlerNpoints)
        1    0.000    0.000    0.000    0.000 legend_handler.py:305(HandlerStepPatch)
        3    0.000    0.000    0.000    0.000 _enums.py:20(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4627(NotAny)
        1    0.000    0.000    0.000    0.000 pyparsing.py:363(ParseException)
        1    0.000    0.000    0.000    0.000 parse.py:180(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 backend_tools.py:343(RubberbandBase)
        1    0.000    0.000    0.000    0.000 ticker.py:431(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:451(OldScalarFormatter)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:22(GimpPaletteFile)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1159(_DOF_estimator_min_E)
        1    0.000    0.000    0.000    0.000 _parser.py:225(_resultbase)
        1    0.000    0.000    0.000    0.000 index_tricks.py:255(OGridClass)
        2    0.000    0.000    0.000    0.000 subprocess.py:1724(_internal_poll)
        1    0.000    0.000    0.000    0.000 __init__.py:396(PyDLL)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 blocking_input.py:327(BlockingKeyMouseInput)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 pathlib.py:56(_Flavour)
        1    0.000    0.000    0.000    0.000 threading.py:1230(Timer)
        1    0.000    0.000    0.000    0.000 _mathtext.py:983(ComputerModernFontConstants)
        1    0.000    0.000    0.000    0.000 model.py:293(ArrayType)
        1    0.000    0.000    0.000    0.000 parse.py:127(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 backend_tools.py:313(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1511(KeyEvent)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1299(Hlist)
        1    0.000    0.000    0.000    0.000 contour.py:35(ClabelText)
        1    0.000    0.000    0.000    0.000 pyplot.py:605(_xkcd)
        3    0.000    0.000    0.000    0.000 core.py:868(__init__)
        1    0.000    0.000    0.000    0.000 polynomial.py:28(RankWarning)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5208(__init__)
        1    0.000    0.000    0.000    0.000 core.py:1126(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 __init__.py:10(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:8(_TzSingleton)
        1    0.000    0.000    0.000    0.000 animation.py:752(ImageMagickFileWriter)
        1    0.000    0.000    0.000    0.000 _exceptions.py:123(AxisError)
        1    0.000    0.000    0.000    0.000 _animation_data.py:2(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3822(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5102(Combine)
        4    0.000    0.000    0.000    0.000 pyparsing.py:5259(postParse)
        1    0.000    0.000    0.000    0.000 pyplot.py:410(_IonContext)
        1    0.000    0.000    0.000    0.000 core.py:6739(_frommethod)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:14(DummyArray)
        1    0.000    0.000    0.000    0.000 model.py:278(ConstPointerType)
        1    0.000    0.000    0.000    0.000 model.py:327(StructOrUnionOrEnum)
        1    0.000    0.000    0.000    0.000 Image.py:3090(register_mime)
        1    0.000    0.000    0.000    0.000 geo.py:416(LambertTransform)
        1    0.000    0.000    0.000    0.000 __init__.py:420(__init__)
        1    0.000    0.000    0.000    0.000 string.py:57(_TemplateMetaclass)
        1    0.000    0.000    0.000    0.000 threading.py:456(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 collections.py:1847(PatchCollection)
        1    0.000    0.000    0.000    0.000 py3k.py:88(contextlib_nullcontext)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3713(GoToColumn)
        1    0.000    0.000    0.000    0.000 ticker.py:2884(AutoLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:338(NullFormatter)
        1    0.000    0.000    0.000    0.000 deprecation.py:274(deprecate_privatize_attribute)
        1    0.000    0.000    0.000    0.000 _internal.py:243(c_void_p)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1074(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 legend_handler.py:176(HandlerNpointsYoffsets)
        1    0.000    0.000    0.000    0.000 legend_handler.py:259(HandlerPatch)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1300(LocationEvent)
        1    0.000    0.000    0.000    0.000 dataclasses.py:231(Field)
        2    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        1    0.000    0.000    0.000    0.000 core.py:201(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3087(Word)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5147(Group)
        1    0.000    0.000    0.000    0.000 __init__.py:1114(is_interactive)
        1    0.000    0.000    0.000    0.000 dataclasses.py:947(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3794(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:671(is_url)
        1    0.000    0.000    0.000    0.000 threading.py:261(_is_owned)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3614(Show)
        1    0.000    0.000    0.000    0.000 patches.py:2295(Sawtooth)
        1    0.000    0.000    0.000    0.000 rrule.py:65(weekday)
        4    0.000    0.000    0.000    0.000 rrule.py:79(_invalidates_cache)
        1    0.000    0.000    0.000    0.000 core.py:798(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 __init__.py:162(c_short)
        1    0.000    0.000    0.000    0.000 dates.py:620(IndexDateFormatter)
        1    0.000    0.000    0.000    0.000 _exceptions.py:54(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 threading.py:1281(_DummyThread)
        1    0.000    0.000    0.000    0.000 legend_handler.py:584(HandlerStem)
        1    0.000    0.000    0.000    0.000 patches.py:2184(Round)
        1    0.000    0.000    0.000    0.000 core.py:2389(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5266(OnlyOnce)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 animation.py:599(FFMpegWriter)
        1    0.000    0.000    0.000    0.000 __init__.py:258(c_wchar)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 _base.py:34(_axis_method_wrapper)
        1    0.000    0.000    0.000    0.000 legend_handler.py:309(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:477(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 dataclasses.py:206(InitVar)
        1    0.000    0.000    0.000    0.000 patches.py:2527(Arc3)
        1    0.000    0.000    0.000    0.000 dates.py:1468(YearLocator)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3561(CharsNotIn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3739(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4517(FollowedBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4870(SkipTo)
        1    0.000    0.000    0.000    0.000 model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 _mathtext.py:994(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 legend_handler.py:208(HandlerLine2D)
        1    0.000    0.000    0.000    0.000 mathtext.py:347(<listcomp>)
        1    0.000    0.000    0.000    0.000 dataclasses.py:289(_DataclassParams)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:373(_tzfile)
        2    0.000    0.000    0.000    0.000 arrayprint.py:448(_recursive_guard)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6698(_lazyclassproperty)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2982(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 transforms.py:2760(TransformedPatchPath)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:66(GradientFile)
        1    0.000    0.000    0.000    0.000 ElementPath.py:334(_SelectorContext)
        1    0.000    0.000    0.000    0.000 collections.py:1386(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 dates.py:1890(ConciseDateConverter)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3018(CloseMatch)
        1    0.000    0.000    0.000    0.000 types.py:132(_calculate_meta)
        1    0.000    0.000    0.000    0.000 dataclasses.py:941(<listcomp>)
        1    0.000    0.000    0.000    0.000 patches.py:2147(DArrow)
        1    0.000    0.000    0.000    0.000 patches.py:3387(Simple)
        1    0.000    0.000    0.000    0.000 hatch.py:128(Circles)
        1    0.000    0.000    0.000    0.000 polyutils.py:60(RankWarning)
        1    0.000    0.000    0.000    0.000 pyparsing.py:492(_ParseResultsWithOffset)
        1    0.000    0.000    0.000    0.000 Image.py:3112(register_save_all)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:35(TypeNADict)
        1    0.000    0.000    0.000    0.000 pathlib.py:1550(WindowsPath)
        1    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
        1    0.000    0.000    0.000    0.000 utils.py:52(_set_function_name)
        1    0.000    0.000    0.000    0.000 index_tricks.py:422(RClass)
        1    0.000    0.000    0.000    0.000 ImageMode.py:20(ModeDescriptor)
        1    0.000    0.000    0.000    0.000 animation.py:734(ImageMagickWriter)
        3    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 backend_agg.py:601(_BackendAgg)
        1    0.000    0.000    0.000    0.000 mathtext.py:349(<listcomp>)
        1    0.000    0.000    0.000    0.000 patches.py:2061(Square)
        1    0.000    0.000    0.000    0.000 font_manager.py:933(_JSONEncoder)
        1    0.000    0.000    0.000    0.000 _parser.py:1595(ParserError)
        1    0.000    0.000    0.000    0.000 extras.py:270(_fromnxfunction_single)
        2    0.000    0.000    0.000    0.000 rcsetup.py:424(validate_fontsize_None)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2842(NoMatch)
        1    0.000    0.000    0.000    0.000 geo.py:455(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 __init__.py:1214(PlaceHolder)
        1    0.000    0.000    0.000    0.000 legend_handler.py:678(HandlerTuple)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1491(Rule)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1510(Hrule)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1622(HCentered)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1727(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 patches.py:2137(RArrow)
        1    0.000    0.000    0.000    0.000 patches.py:3084(Curve)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4795(_NullToken)
        1    0.000    0.000    0.000    0.000 tokenize.py:157(TokenError)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1123(IntegerFormat)
        1    0.000    0.000    0.000    0.000 error.py:17(VerificationError)
        1    0.000    0.000    0.000    0.000 geo.py:17(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1250(DrawEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1468(PickEvent)
        1    0.000    0.000    0.000    0.000 patches.py:2105(LArrow)
        1    0.000    0.000    0.000    0.000 font_manager.py:346(FontEntry)
        1    0.000    0.000    0.000    0.000 hatch.py:164(Stars)
        1    0.000    0.000    0.000    0.000 units.py:74(AxisInfo)
        1    0.000    0.000    0.000    0.000 _util.py:14(deferred_error)
        1    0.000    0.000    0.000    0.000 pathlib.py:475(_Selector)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1195(AnchoredText)
        1    0.000    0.000    0.000    0.000 widgets.py:2929(Lasso)
        1    0.000    0.000    0.000    0.000 _mathtext.py:627(DejaVuSansFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1580(Fil)
        1    0.000    0.000    0.000    0.000 mathtext.py:174(MathtextBackendBitmap)
        1    0.000    0.000    0.000    0.000 numerictypes.py:396(_typedict)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2824(Token)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4552(PrecededBy)
        2    0.000    0.000    0.000    0.000 pyparsing.py:855(<lambda>)
        1    0.000    0.000    0.000    0.000 model.py:239(FunctionPtrType)
        1    0.000    0.000    0.000    0.000 environment.py:171(Location)
        1    0.000    0.000    0.000    0.000 __init__.py:237(c_char_p)
        1    0.000    0.000    0.000    0.000 patches.py:2244(Round4)
        1    0.000    0.000    0.000    0.000 ticker.py:1133(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 offsetbox.py:374(PackerBase)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_managers.py:15(ToolTriggerEvent)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1003(STIXSansFontConstants)
        1    0.000    0.000    0.000    0.000 patches.py:2084(Circle)
        1    0.000    0.000    0.000    0.000 index_tricks.py:522(CClass)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1146(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 dis.py:209(Instruction)
        1    0.000    0.000    0.000    0.000 parse.py:315(DefragResult)
        1    0.000    0.000    0.000    0.000 threading.py:1095(daemon)
        1    0.000    0.000    0.000    0.000 patches.py:2391(Roundtooth)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3790(StringStart)
        1    0.000    0.000    0.000    0.000 polar.py:185(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 backend_managers.py:6(ToolEvent)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1111(Vbox)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1592(Filll)
