         73459485 function calls (73452122 primitive calls) in 27.958 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.031    0.031 collections.py:1(<module>)
        1    0.000    0.000    0.003    0.003 transforms.py:1(<module>)
       29    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
       19    0.000    0.000    0.000    0.000 __init__.py:133(check_shape)
        1    0.000    0.000    0.000    0.000 __init__.py:231(_sanity_check)
        1    0.000    0.000    0.001    0.001 twodim_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2708(MaskedArray)
        1    0.000    0.000    0.000    0.000 bezier.py:1(<module>)
       29    0.000    0.000    0.000    0.000 inspect.py:1826(_signature_is_builtin)
    97/54    0.000    0.000    0.001    0.000 abc.py:100(__subclasscheck__)
       34    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(copyto)
        1    0.000    0.000    0.000    0.000 colors.py:87(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:1(<module>)
       90    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
       16    0.000    0.000    0.000    0.000 cycler.py:55(_process_keys)
       20    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
    23/22    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:746(create_module)
        1    0.000    0.000    0.001    0.001 image.py:1(<module>)
        1    0.000    0.000    0.002    0.002 pathlib.py:1(<module>)
       30    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
       10    0.000    0.000    0.000    0.000 __init__.py:64(check_isinstance)
       37    0.000    0.000    0.000    0.000 rcsetup.py:547(_validate_linestyle)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
       12    0.000    0.000    0.000    0.000 __init__.py:1942(get_aliased_and_aliases)
        1    0.000    0.000    0.001    0.001 pyparsing.py:5806(_makeTags)
        1    0.000    0.000    0.047    0.047 _subplots.py:1(<module>)
        1    0.000    0.000    0.001    0.001 legend.py:1(<module>)
       96    0.000    0.000    0.000    0.000 traceback.py:292(walk_stack)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
        7    0.000    0.000    0.000    0.000 _parser.py:315(_convert)
      282    0.000    0.000    0.000    0.000 pyparsing.py:3144(<genexpr>)
       30    0.000    0.000    0.001    0.000 __init__.py:569(__init__)
       20    0.000    0.000    0.001    0.000 pyparsing.py:4847(parseImpl)
     23/7    0.000    0.000    0.000    0.000 pyparsing.py:4485(streamline)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
    34/26    0.000    0.000    0.000    0.000 pyparsing.py:4086(__str__)
        1    0.000    0.000    0.000    0.000 _polybase.py:17(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 mlab.py:1(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:141(_check_size)
       84    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       78    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
       32    0.000    0.000    0.000    0.000 contextlib.py:238(helper)
       47    0.000    0.000    0.000    0.000 pyparsing.py:2896(parseImpl)
      134    0.000    0.000    0.000    0.000 textwrap.py:474(predicate)
      144    0.000    0.000    0.000    0.000 pyparsing.py:4026(<genexpr>)
        7    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
       29    0.000    0.000    0.000    0.000 os.py:748(encode)
        4    0.000    0.000    0.000    0.000 enum.py:869(_decompose)
        1    0.000    0.000    0.032    0.032 contour.py:1(<module>)
       55    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       72    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
       30    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
       20    0.000    0.000    0.000    0.000 pyparsing.py:1860(resetCache)
       57    0.000    0.000    0.000    0.000 pathlib.py:1045(_init)
        1    0.000    0.000    0.000    0.000 axis.py:617(Axis)
        1    0.000    0.000    0.000    0.000 copy.py:1(<module>)
      312    0.000    0.000    0.000    0.000 __init__.py:635(__iter__)
        1    0.000    0.000    0.000    0.000 dataclasses.py:807(_process_class)
        1    0.000    0.000    0.001    0.001 fontconfig_pattern.py:62(__init__)
        1    0.000    0.000    0.000    0.000 opcode.py:2(<module>)
        1    0.000    0.000    0.001    0.001 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:503(Image)
       22    0.000    0.000    0.000    0.000 pathlib.py:674(_from_parts)
        1    0.000    0.000    0.001    0.001 backend_tools.py:1(<module>)
       11    0.000    0.000    0.003    0.000 pyparsing.py:1901(parseString)
        1    0.000    0.000    0.000    0.000 _methods.py:1(<module>)
       49    0.000    0.000    0.000    0.000 pyparsing.py:593(__getitem__)
        1    0.000    0.000    0.000    0.000 hashlib.py:5(<module>)
        1    0.000    0.000    0.000    0.000 quiver.py:1(<module>)
       44    0.000    0.000    0.000    0.000 docstring.py:43(update)
       31    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
       36    0.000    0.000    0.000    0.000 pathlib.py:724(__fspath__)
        1    0.000    0.000    0.003    0.003 platform.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _subplots.py:163(subplot_class_factory)
        1    0.000    0.000    0.000    0.000 _cm.py:1(<module>)
       32    0.000    0.000    0.001    0.000 contextlib.py:108(__enter__)
        1    0.000    0.000    0.002    0.002 secrets.py:1(<module>)
       10    0.000    0.000    0.000    0.000 version.py:307(parse)
       26    0.000    0.000    0.000    0.000 pathlib.py:1055(_make_child_relpath)
       30    0.000    0.000    0.000    0.000 getlimits.py:17(_fr0)
       16    0.000    0.000    0.000    0.000 cycler.py:112(__init__)
       96    0.000    0.000    0.000    0.000 inspect.py:2234(<lambda>)
       98    0.000    0.000    0.000    0.000 pyparsing.py:2551(streamline)
        1    0.000    0.000    0.001    0.001 backend_agg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       85    0.000    0.000    0.000    0.000 cycler.py:138(keys)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4236(__init__)
       30    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       19    0.000    0.000    0.000    0.000 path.py:190(_update_values)
        3    0.000    0.000    0.001    0.000 patches.py:1912(pprint_styles)
       30    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(linspace)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:78(bitname)
        1    0.000    0.000    0.000    0.000 legend.py:269(Legend)
       25    0.000    0.000    0.000    0.000 pyparsing.py:4841(__init__)
        6    0.000    0.000    0.000    0.000 colors.py:1404(_make_norm_from_scale)
       27    0.000    0.000    0.000    0.000 pathlib.py:800(name)
       56    0.000    0.000    0.000    0.000 patches.py:1946(_register_style)
       53    0.000    0.000    0.000    0.000 six.py:177(_add_module)
       13    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        9    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 TiffTags.py:20(<module>)
        1    0.000    0.000    0.000    0.000 lines.py:199(Line2D)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        6    0.000    0.000    0.000    0.000 textwrap.py:414(dedent)
        4    0.000    0.000    0.000    0.000 enum.py:886(<listcomp>)
        1    0.000    0.000    0.000    0.000 collections.py:25(Collection)
       15    0.000    0.000    0.000    0.000 rcsetup.py:82(_listify_validator)
      101    0.000    0.000    0.000    0.000 docstring.py:67(do_copy)
        1    0.000    0.000    0.000    0.000 text.py:106(Text)
       16    0.000    0.000    0.000    0.000 pyparsing.py:3197(parseImpl)
        1    0.000    0.000    0.000    0.000 utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:138(_check_versions)
        1    0.000    0.000    0.000    0.000 _subplots.py:9(SubplotBase)
       30    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(result_type)
       59    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 artist.py:90(Artist)
        1    0.000    0.000    0.002    0.002 _parser.py:2(<module>)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
       34    0.000    0.000    0.000    0.000 pathlib.py:292(splitroot)
       26    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:32(seterr)
       27    0.000    0.000    0.000    0.000 pyparsing.py:5098(__init__)
       23    0.000    0.000    0.000    0.000 functools.py:487(lru_cache)
       13    0.000    0.000    0.000    0.000 enum.py:58(__init__)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
        1    0.000    0.000    0.006    0.006 _pickle.py:1(<module>)
       30    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ndim)
       78    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
        1    0.000    0.000    0.000    0.000 text.py:1574(Annotation)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:922(__init__)
        8    0.000    0.000    0.000    0.000 deprecation.py:453(<listcomp>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
       12    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.001    0.001 widgets.py:1(<module>)
        9    0.000    0.000    0.002    0.000 fontconfig_pattern.py:119(parse)
       11    0.000    0.000    0.000    0.000 pyparsing.py:5454(_escapeRegexRangeChars)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        2    0.000    0.000    0.000    0.000 core.py:2975(__array_finalize__)
        1    0.000    0.000    0.000    0.000 pickle.py:1134(_Unpickler)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
      130    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
       27    0.000    0.000    0.000    0.000 pathlib.py:1126(glob)
        1    0.000    0.000    0.002    0.002 subprocess.py:10(<module>)
        1    0.000    0.000    0.000    0.000 arraysetops.py:1(<module>)
        1    0.000    0.000    0.005    0.005 artist.py:1(<module>)
       64    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
       30    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(any)
      112    0.000    0.000    0.000    0.000 patches.py:1930(<genexpr>)
        1    0.000    0.000    0.001    0.001 patches.py:1954(BoxStyle)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        1    0.000    0.000    0.017    0.017 fontconfig_pattern.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:1(<module>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2292(__or__)
       97    0.000    0.000    0.000    0.000 pyparsing.py:5705(<genexpr>)
       14    0.000    0.000    0.000    0.000 pyparsing.py:4506(__str__)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
       23    0.000    0.000    0.000    0.000 rcsetup.py:364(validate_color_or_auto)
        1    0.000    0.000    0.003    0.003 axis.py:1(<module>)
        1    0.000    0.000    0.001    0.001 afm.py:1(<module>)
      105    0.000    0.000    0.000    0.000 __init__.py:218(wrapper)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:1(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:40(<lambda>)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1777(get)
       14    0.000    0.000    0.000    0.000 hashlib.py:123(__get_openssl_constructor)
        4    0.000    0.000    0.000    0.000 function_base.py:2048(__init__)
      102    0.000    0.000    0.000    0.000 patches.py:1923(<genexpr>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:153(_add_integer_aliases)
        6    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
      120    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       60    0.000    0.000    0.000    0.000 _asarray.py:86(asanyarray)
      161    0.000    0.000    0.000    0.000 multiarray.py:143(concatenate)
        1    0.000    0.000    0.001    0.001 subprocess.py:448(run)
       18    0.000    0.000    0.000    0.000 transforms.py:53(_make_str_method)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyplot.py:2295(<listcomp>)
       16    0.000    0.000    0.000    0.000 cycler.py:529(_cycler)
       33    0.000    0.000    0.000    0.000 __init__.py:223(_releaseLock)
        1    0.000    0.000    0.009    0.009 textpath.py:1(<module>)
       16    0.000    0.000    0.000    0.000 cycler.py:468(cycler)
      134    0.000    0.000    0.000    0.000 six.py:88(__init__)
       32    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:104(_path_isdir)
        1    0.000    0.000    0.000    0.000 backend_agg.py:388(FigureCanvasAgg)
        1    0.000    0.000    0.001    0.001 art3d.py:5(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
       29    0.000    0.000    0.000    0.000 __init__.py:772(__init__)
      101    0.000    0.000    0.000    0.000 docstring.py:65(copy)
     20/6    0.000    0.000    0.001    0.000 pyparsing.py:4460(parseImpl)
       10    0.000    0.000    0.000    0.000 rcsetup.py:406(_validate_cmap)
       23    0.000    0.000    0.001    0.000 overrides.py:206(decorator)
        8    0.000    0.000    0.000    0.000 deprecation.py:518(suppress_matplotlib_deprecation_warning)
        1    0.000    0.000    0.000    0.000 patches.py:22(Patch)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1674(FigureCanvasBase)
        7    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 pyplot.py:1996(get_plot_commands)
       29    0.000    0.000    0.000    0.000 __init__.py:189(_checkLevel)
        1    0.000    0.000    0.000    0.000 geo.py:1(<module>)
        3    0.000    0.000    0.001    0.000 enum.py:439(_convert_)
       18    0.000    0.000    0.002    0.000 rcsetup.py:461(validate_font_properties)
       14    0.000    0.000    0.000    0.000 copyreg.py:99(_slotnames)
        1    0.000    0.000    0.000    0.000 numerictypes.py:412(_construct_lookups)
        1    0.000    0.000    0.000    0.000 ntpath.py:2(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:411(_get_config_or_cache_dir)
        1    0.000    0.000    0.000    0.000 scale.py:652(_get_scale_docs)
        1    0.000    0.000    0.003    0.003 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
       18    0.000    0.000    0.000    0.000 core.py:998(__init__)
        4    0.000    0.000    0.000    0.000 enum.py:797(_create_pseudo_member_)
        1    0.000    0.000    0.007    0.007 cm.py:1(<module>)
       19    0.000    0.000    0.000    0.000 __init__.py:1325(_to_unmasked_float_array)
        1    0.000    0.000    0.001    0.001 linecache.py:82(updatecache)
       16    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
       78    0.000    0.000    0.000    0.000 _internal.py:792(<genexpr>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:65(_bits_of)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1(<module>)
       44    0.000    0.000    0.000    0.000 pyparsing.py:4283(<genexpr>)
        1    0.000    0.000    0.000    0.000 subprocess.py:980(communicate)
        1    0.000    0.000    0.000    0.000 markers.py:1(<module>)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:754(exec_module)
        1    0.000    0.000    0.000    0.000 figure.py:2093(Figure)
        4    0.000    0.000    0.001    0.000 platform.py:746(uname)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
       73    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 widgets.py:1357(SubplotTool)
       29    0.000    0.000    0.000    0.000 inspect.py:1838(_signature_is_functionlike)
        1    0.000    0.000    0.000    0.000 patches.py:2843(ArrowStyle)
       10    0.000    0.000    0.002    0.000 pyparsing.py:5120(__init__)
       49    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:133(_get_indent)
       48    0.000    0.000    0.000    0.000 pyparsing.py:4034(<genexpr>)
        8    0.000    0.000    0.000    0.000 pathlib.py:708(_make_child)
       36    0.000    0.000    0.000    0.000 _add_newdocs.py:6715(<genexpr>)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:231(_add_array_type)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
        3    0.000    0.000    0.000    0.000 warnings.py:130(filterwarnings)
        1    0.000    0.000    0.000    0.000 mathtext.py:401(MathTextParser)
        1    0.000    0.000    0.000    0.000 _iotools.py:450(StringConverter)
       10    0.000    0.000    0.000    0.000 __init__.py:1677(isEnabledFor)
        7    0.000    0.000    0.000    0.000 pathlib.py:1094(home)
        2    0.000    0.000    0.000    0.000 contextlib.py:463(_push_exit_callback)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        7    0.000    0.000    0.000    0.000 weakref.py:284(update)
      138    0.000    0.000    0.000    0.000 pyparsing.py:1643(postParse)
        1    0.000    0.000    0.001    0.001 path.py:1(<module>)
       32    0.000    0.000    0.000    0.000 rcsetup.py:877(<genexpr>)
        1    0.000    0.000    0.000    0.000 dataclasses.py:1168(make_dataclass)
        1    0.000    0.000    0.000    0.000 _cm.py:158(<dictcomp>)
        1    0.000    0.000    0.002    0.002 table.py:9(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:699(Bbox)
        1    0.000    0.000    0.001    0.001 decimal.py:2(<module>)
        1    0.000    0.000    0.000    0.000 animation.py:241(MovieWriter)
       37    0.000    0.000    0.000    0.000 {method 'issuperset' of 'set' objects}
        1    0.000    0.000    0.006    0.006 overrides.py:1(<module>)
       27    0.000    0.000    0.000    0.000 rcsetup.py:725(_validate_greaterequal0_lessequal1)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1351(ParserElement)
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1088(__init__)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.001    0.001 subprocess.py:368(check_output)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
       33    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
      117    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        4    0.000    0.000    0.000    0.000 dataclasses.py:669(_get_field)
       12    0.000    0.000    0.000    0.000 pyparsing.py:5673(<lambda>)
       26    0.000    0.000    0.000    0.000 core.py:6750(__init__)
       95    0.000    0.000    0.000    0.000 pyparsing.py:285(<genexpr>)
       13    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 gridspec.py:580(SubplotSpec)
       24    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
        1    0.000    0.000    0.000    0.000 _enums.py:1(<module>)
        1    0.000    0.000    0.000    0.000 relativedelta.py:2(<module>)
        6    0.000    0.000    0.000    0.000 deprecation.py:292(__set_name__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2842(NavigationToolbar2)
       12    0.000    0.000    0.000    0.000 textwrap.py:465(indent)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:67(<genexpr>)
        1    0.000    0.000    0.000    0.000 tokenize.py:388(open)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_agg.py:66(RendererAgg)
        2    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        1    0.000    0.000    0.000    0.000 colorbar.py:338(ColorbarBase)
       30    0.000    0.000    0.000    0.000 _methods.py:53(_any)
      9/3    0.000    0.000    0.000    0.000 pyparsing.py:4243(streamline)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
       15    0.000    0.000    0.000    0.000 subprocess.py:1632(<genexpr>)
        4    0.000    0.000    0.000    0.000 {built-in method posix.close}
        1    0.000    0.000    0.000    0.000 utils.py:74(__call__)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1561(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:2270(makeOptionalList)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
       10    0.000    0.000    0.000    0.000 pyparsing.py:4672(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
       71    0.000    0.000    0.000    0.000 pyparsing.py:2441(leaveWhitespace)
        1    0.000    0.000    0.001    0.001 gridspec.py:1(<module>)
       13    0.000    0.000    0.000    0.000 enum.py:151(<dictcomp>)
        1    0.000    0.000    0.000    0.000 types.py:69(new_class)
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
       36    0.000    0.000    0.000    0.000 getlimits.py:39(<lambda>)
        1    0.000    0.000    0.000    0.000 transforms.py:235(BboxBase)
        1    0.000    0.000    0.000    0.000 contextlib.py:482(__exit__)
        2    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        3    0.000    0.000    0.000    0.000 patches.py:1930(<listcomp>)
        6    0.000    0.000    0.000    0.000 enum.py:827(__or__)
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       16    0.000    0.000    0.000    0.000 pyparsing.py:4278(__str__)
       33    0.000    0.000    0.000    0.000 __init__.py:1879(_str_equal)
        1    0.000    0.000    0.001    0.001 api.py:1(<module>)
        1    0.000    0.000    0.002    0.002 py3k.py:1(<module>)
        9    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
       10    0.000    0.000    0.000    0.000 extras.py:239(getdoc)
        9    0.000    0.000    0.000    0.000 deprecation.py:476(deprecate_method_override)
       31    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 uuid.py:130(__init__)
       60    0.000    0.000    0.000    0.000 pyparsing.py:4046(<genexpr>)
       42    0.000    0.000    0.000    0.000 pyparsing.py:696(haskeys)
        1    0.000    0.000    0.004    0.004 blocking_input.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _pylab_helpers.py:78(destroy_all)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        8    0.000    0.000    0.000    0.000 hashlib.py:79(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 category.py:1(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        5    0.000    0.000    0.000    0.000 backend_bases.py:1607(_check_savefig_extra_args)
       93    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
        1    0.000    0.000    0.000    0.000 twodim_base.py:152(eye)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_types)
        1    0.000    0.000    0.000    0.000 pprint.py:103(PrettyPrinter)
       71    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:150(_families)
        1    0.000    0.000    0.000    0.000 legend_handler.py:1(<module>)
        8    0.000    0.000    0.000    0.000 core.py:8094(__init__)
       32    0.000    0.000    0.000    0.000 __init__.py:1890(_str_lower_equal)
       58    0.000    0.000    0.000    0.000 pyparsing.py:642(__bool__)
        2    0.000    0.000    0.000    0.000 rcsetup.py:128(_validate_date)
        1    0.000    0.000    0.000    0.000 axis.py:35(Tick)
        3    0.000    0.000    0.000    0.000 dataclasses.py:375(_create_fn)
        1    0.000    0.000    0.000    0.000 animation.py:400(FileMovieWriter)
        3    0.000    0.000    0.000    0.000 dates.py:1941(register_converters)
        1    0.000    0.000    0.001    0.001 platform.py:603(_syscmd_uname)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2215(__mul__)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:71(<dictcomp>)
       57    0.000    0.000    0.000    0.000 __init__.py:153(<genexpr>)
        1    0.000    0.000    0.000    0.000 mathtext.py:388(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
       12    0.000    0.000    0.000    0.000 __init__.py:38(__getattr__)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
       24    0.000    0.000    0.000    0.000 tokenize.py:94(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
        6    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
       15    0.000    0.000    0.000    0.000 os.py:800(fsencode)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pathlib.py:1277(mkdir)
        5    0.000    0.000    0.000    0.000 pathlib.py:1398(is_dir)
        7    0.000    0.000    0.002    0.000 __init__.py:109(import_module)
        1    0.000    0.000    0.001    0.001 font_manager.py:993(json_load)
        9    0.000    0.000    0.000    0.000 __init__.py:43(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1866(enablePackrat)
        2    0.000    0.000    0.001    0.000 pyparsing.py:5679(srange)
       13    0.000    0.000    0.000    0.000 enum.py:332(__getattr__)
       17    0.000    0.000    0.000    0.000 cycler.py:225(__iter__)
       43    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       57    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        9    0.000    0.000    0.000    0.000 re.py:325(_subx)
        4    0.000    0.000    0.000    0.000 core.py:115(doc_note)
      108    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        3    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
        5    0.000    0.000    0.000    0.000 six.py:91(__get__)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _text_layout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 api.py:23(FFI)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:756(StandardPsFonts)
       56    0.000    0.000    0.000    0.000 enum.py:659(name)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
        3    0.000    0.000    0.004    0.001 rcsetup.py:164(_validate_date_converter)
        1    0.000    0.000    0.000    0.000 os.py:613(get_exec_path)
       11    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 core.py:6439(__new__)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:158(_property)
        1    0.000    0.000    0.000    0.000 bz2.py:1(<module>)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:3075(ndim)
        1    0.000    0.000    0.000    0.000 cm.py:238(ScalarMappable)
       56    0.000    0.000    0.000    0.000 __init__.py:1943(<genexpr>)
        1    0.000    0.000    0.000    0.000 linalg.py:73(_determine_error_states)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1805(chararray)
        6    0.000    0.000    0.000    0.000 deprecation.py:289(__init__)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quiver.py:437(Quiver)
        3    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
        6    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
