         102885391 function calls (102878028 primitive calls) in 35.188 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      620    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       34    0.000    0.000    0.000    0.000 deprecation.py:392(<listcomp>)
        1    0.000    0.000    0.005    0.005 Image.py:27(<module>)
       29    0.000    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:1099(create_module)
      226    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
       35    0.000    0.000    0.000    0.000 inspect.py:1800(_signature_bound_method)
        1    0.000    0.000    0.001    0.001 _pocketfft.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _add_newdocs.py:1(<module>)
        1    0.000    0.000    0.001    0.001 rrule.py:2(<module>)
      145    0.000    0.000    0.000    0.000 inspect.py:726(getmodule)
       66    0.000    0.000    0.001    0.000 pyparsing.py:2138(__add__)
      377    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.008    0.008 multiarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
       21    0.000    0.000    0.002    0.000 pyparsing.py:1518(setParseAction)
       26    0.000    0.000    0.009    0.000 __init__.py:781(rc_params_from_file)
       76    0.000    0.000    0.000    0.000 inspect.py:2543(replace)
        1    0.000    0.000    0.000    0.000 dates.py:1468(YearLocator)
       30    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
       19    0.000    0.000    0.000    0.000 _add_newdocs.py:6709(add_newdoc_for_scalar_type)
        1    0.000    0.000    0.002    0.002 defchararray.py:1(<module>)
      205    0.000    0.000    0.000    0.000 abc.py:96(__instancecheck__)
        1    0.000    0.000    0.002    0.002 fromnumeric.py:1(<module>)
      260    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:70(_wrapreduction)
       41    0.000    0.000    0.000    0.000 rcsetup.py:49(__init__)
        4    0.000    0.000    0.001    0.000 enum.py:386(_create_)
       37    0.000    0.000    0.000    0.000 pyparsing.py:3339(parseImpl)
       31    0.000    0.000    0.000    0.000 _base.py:51(__init__)
      131    0.000    0.000    0.000    0.000 rcsetup.py:63(__call__)
      299    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
        1    0.000    0.000    0.000    0.000 artist.py:90(Artist)
        2    0.000    0.000    0.004    0.002 shape_base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 numerictypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 TiffTags.py:361(_populate)
        1    0.000    0.000    0.001    0.001 hmac.py:1(<module>)
      692    0.000    0.000    0.000    0.000 {function RcParams.__getitem__ at 0x7fb688b08d30}
    24/12    0.000    0.000    0.001    0.000 pyparsing.py:4249(parseImpl)
      521    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:40(_relax_case)
       27    0.000    0.000    0.000    0.000 __init__.py:1323(_fixupParents)
       28    0.000    0.000    0.000    0.000 __init__.py:1392(__init__)
      129    0.000    0.000    0.000    0.000 enum.py:20(_is_dunder)
       50    0.000    0.000    0.000    0.000 _internal.py:781(_ufunc_doc_signature_formatter)
        1    0.000    0.000    0.000    0.000 _polybase.py:17(ABCPolyBase)
       46    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.008    0.008 colors.py:1(<module>)
      130    0.000    0.000    0.000    0.000 enum.py:28(_is_sunder)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:368(<dictcomp>)
       24    0.000    0.000    0.001    0.000 traceback.py:200(extract_stack)
       19    0.000    0.000    0.000    0.000 path.py:98(__init__)
       42    0.000    0.000    0.000    0.000 pyparsing.py:946(copy)
        1    0.000    0.000    0.000    0.000 colors.py:103(<dictcomp>)
       41    0.000    0.000    0.000    0.000 rcsetup.py:61(<dictcomp>)
      116    0.000    0.000    0.000    0.000 pyparsing.py:2545(__str__)
       49    0.000    0.000    0.000    0.000 pathlib.py:714(__str__)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _mathtext.py:1(<module>)
        1    0.000    0.000    0.002    0.002 linalg.py:1(<module>)
      121    0.000    0.000    0.000    0.000 pyparsing.py:1628(preParse)
       47    0.000    0.000    0.001    0.000 abc.py:84(__new__)
       14    0.000    0.000    0.000    0.000 __init__.py:194(warn_external)
      264    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
      310    0.000    0.000    0.000    0.000 rcsetup.py:979(_convert_validator_spec)
        6    0.000    0.000    0.000    0.000 numeric.py:2446(extend_all)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rcsetup.py:1448(<dictcomp>)
        1    0.000    0.000    0.010    0.010 animation.py:19(<module>)
       16    0.000    0.000    0.002    0.000 rcsetup.py:795(cycler)
       35    0.000    0.000    0.000    0.000 transforms.py:1299(__init_subclass__)
      160    0.000    0.000    0.000    0.000 shape_base.py:608(_column_stack_dispatcher)
      432    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
      125    0.000    0.000    0.001    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.004    0.004 __init__.py:17(<module>)
      272    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 subprocess.py:1097(_close_pipe_fds)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
      746    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 transforms.py:699(Bbox)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
        2    0.000    0.000    0.001    0.001 polynomial.py:1(<module>)
      172    0.000    0.000    0.000    0.000 deprecation.py:121(deprecated)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2842(NavigationToolbar2)
        1    0.000    0.000    0.008    0.008 patches.py:1(<module>)
       46    0.000    0.000    0.000    0.000 deprecation.py:208(_deprecated_property)
      141    0.000    0.000    0.000    0.000 cycler.py:227(<genexpr>)
       83    0.000    0.000    0.000    0.000 pyparsing.py:2828(__init__)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7fb6ca4f04c0}
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
      622    0.000    0.000    0.000    0.000 inspect.py:2531(default)
       30    0.000    0.000    0.000    0.000 pathlib.py:654(_parse_args)
        1    0.000    0.000    0.000    0.000 gridspec.py:513(GridSpecFromSubplotSpec)
       11    0.000    0.000    0.052    0.005 artist.py:1692(kwdoc)
        1    0.000    0.000    0.000    0.000 markers.py:147(MarkerStyle)
        1    0.000    0.000    0.000    0.000 polar.py:775(PolarAxes)
      105    0.000    0.000    0.000    0.000 TiffTags.py:26(__new__)
      254    0.000    0.000    0.000    0.000 pyparsing.py:3882(<genexpr>)
        1    0.000    0.000    0.000    0.000 parse.py:347(ParseResultBytes)
       16    0.000    0.000    0.000    0.000 cycler.py:191(_from_iter)
       98    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
       24    0.000    0.000    0.001    0.000 pyparsing.py:1291(extract_stack)
       31    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1520(path_hook_for_FileFinder)
        1    0.000    0.000    0.002    0.002 font_manager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1208(Accent)
       23    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       34    0.000    0.000    0.000    0.000 numeric.py:144(ones)
      122    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 axes3d.py:40(Axes3D)
       31    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
        1    0.000    0.000    0.000    0.000 extras.py:1(<module>)
      139    0.000    0.000    0.000    0.000 pyparsing.py:2587(__eq__)
      318    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:397(has_location)
        3    0.000    0.000    0.002    0.001 patches.py:1916(<listcomp>)
    29/24    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1107(exec_module)
        1    0.000    0.000    0.000    0.000 axis3d.py:485(ZAxis)
        1    0.000    0.000    0.000    0.000 patches.py:1291(FancyArrow)
      212    0.000    0.000    0.000    0.000 transforms.py:1304(<genexpr>)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1780(set)
      146    0.000    0.000    0.000    0.000 textwrap.py:477(prefixed_lines)
       32    0.000    0.000    0.000    0.000 contextlib.py:82(__init__)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(spec_from_loader)
      218    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.001    0.001 tz.py:2(<module>)
       45    0.000    0.000    0.000    0.000 re.py:203(sub)
       23    0.000    0.000    0.000    0.000 os.py:670(__getitem__)
     24/4    0.000    0.000    0.000    0.000 pyparsing.py:4031(streamline)
       13    0.000    0.000    0.000    0.000 enum.py:510(_find_new_)
       30    0.000    0.000    0.000    0.000 getlimits.py:17(_fr0)
       44    0.000    0.000    0.000    0.000 core.py:138(get_object_signature)
       30    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.generic' objects}
        1    0.000    0.000    0.003    0.003 inspect.py:1(<module>)
       72    0.000    0.000    0.001    0.000 linecache.py:15(getline)
       28    0.000    0.000    0.000    0.000 __init__.py:2006(getLogger)
      190    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
      160    0.000    0.000    0.000    0.000 shape_base.py:208(_arrays_for_stack_dispatcher)
        1    0.000    0.000    0.008    0.008 _internal.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:6755(getdoc)
       30    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       85    0.000    0.000    0.017    0.000 re.py:250(compile)
        1    0.000    0.000    0.000    0.000 ticker.py:1408(EngFormatter)
       51    0.000    0.000    0.000    0.000 rcsetup.py:431(validate_fontsize)
       46    0.000    0.000    0.000    0.000 deprecation.py:230(finalize)
       20    0.000    0.000    0.000    0.000 colors.py:1068(reversed)
       93    0.000    0.000    0.000    0.000 pyparsing.py:304(__init__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4236(__init__)
       12    0.000    0.000    0.015    0.001 artist.py:1308(__init__)
        2    0.000    0.000    0.000    0.000 core.py:2975(__array_finalize__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:1(<module>)
       60    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 tokenize.py:83(_all_string_prefixes)
        1    0.000    0.000    0.001    0.001 npyio.py:1(<module>)
        1    0.000    0.000    0.030    0.030 _axes.py:1(<module>)
        1    0.000    0.000    0.003    0.003 ticker.py:1(<module>)
       27    0.000    0.000    0.000    0.000 artist.py:20(allow_rasterization)
    97/54    0.000    0.000    0.000    0.000 abc.py:100(__subclasscheck__)
       24    0.000    0.000    0.000    0.000 dviread.py:167(decorate)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4219(MatchFirst)
       88    0.000    0.000    0.000    0.000 six.py:141(__init__)
       90    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
       23    0.000    0.000    0.000    0.000 rcsetup.py:364(validate_color_or_auto)
      212    0.000    0.000    0.000    0.000 transforms.py:1310(<genexpr>)
        1    0.000    0.000    0.006    0.006 _pickle.py:1(<module>)
       30    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(result_type)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:1(<module>)
        1    0.000    0.000    0.004    0.004 dates.py:1(<module>)
      266    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:964(get_filename)
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        1    0.000    0.000    0.002    0.002 subprocess.py:732(__init__)
       28    0.000    0.000    0.000    0.000 locale.py:651(getpreferredencoding)
       80    0.000    0.000    0.000    0.000 types.py:171(__get__)
      180    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
        1    0.000    0.000    0.024    0.024 text.py:1(<module>)
      185    0.000    0.000    0.000    0.000 __init__.py:385(<genexpr>)
        1    0.000    0.000    0.001    0.001 ElementTree.py:1(<module>)
        1    0.000    0.000    0.001    0.001 type_check.py:1(<module>)
       30    0.000    0.000    0.000    0.000 enum.py:489(_find_data_type)
        1    0.000    0.000    0.001    0.001 shutil.py:1(<module>)
       56    0.000    0.000    0.002    0.000 pyparsing.py:3901(<listcomp>)
       30    0.000    0.000    0.000    0.000 enum.py:478(_get_mixins_)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1254(XMLPullParser)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:114(_add_aliases)
      138    0.000    0.000    0.000    0.000 pyparsing.py:2450(setWhitespaceChars)
        3    0.000    0.000    0.000    0.000 enum.py:456(<listcomp>)
        3    0.000    0.000    0.000    0.000 colors.py:1441(Norm)
        1    0.000    0.000    0.004    0.004 backend_bases.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2708(MaskedArray)
       31    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
       24    0.000    0.000    0.000    0.000 linecache.py:53(checkcache)
      248    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1400(<genexpr>)
        1    0.000    0.000    0.003    0.003 _mathtext.py:1923(Parser)
      255    0.000    0.000    0.000    0.000 rcsetup.py:56(func)
       19    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
        1    0.000    0.000    0.000    0.000 random.py:1(<module>)
       32    0.000    0.000    0.000    0.000 contextlib.py:117(__exit__)
        3    0.000    0.000    0.000    0.000 six.py:866(wrapper)
        1    0.000    0.000    0.001    0.001 ast.py:1(<module>)
       40    0.000    0.000    0.000    0.000 pathlib.py:697(_format_parsed_parts)
     32/9    0.000    0.000    0.003    0.000 pyparsing.py:4466(leaveWhitespace)
      101    0.000    0.000    0.000    0.000 inspect.py:80(ismethod)
        8    0.000    0.000    0.000    0.000 deprecation.py:455(<listcomp>)
       87    0.000    0.000    0.000    0.000 inspect.py:1708(_signature_get_user_defined_method)
